"age","year","M2"
"11","2046",0
"12","2046",0
"13","2046",0
"14","2046",0
"15","2046",0
"16","2046",0
"17","2046",0
"18","2046",0
"19","2046",0
"20","2046",0
"1","2047",1.54273257215742
"2","2047",0.0449536089360294
"3","2047",0.144482488105178
"4","2047",0.163581543606969
"5","2047",0.180397664021693
"6","2047",0
"7","2047",0
"8","2047",0
"9","2047",0
"10","2047",0
"11","2047",0
"12","2047",0
"13","2047",0
"14","2047",0
"15","2047",0
"16","2047",0
"17","2047",0
"18","2047",0
"19","2047",0
"20","2047",0
"1","2048",1.63903434047049
"2","2048",0.0576326359369835
"3","2048",0.128073654281811
"4","2048",0.143749307424814
"5","2048",0.160950670589085
"6","2048",0
"7","2048",0
"8","2048",0
"9","2048",0
"10","2048",0
"11","2048",0
"12","2048",0
"13","2048",0
"14","2048",0
"15","2048",0
"16","2048",0
"17","2048",0
"18","2048",0
"19","2048",0
"20","2048",0
"1","2049",1.76949488780891
"2","2049",0.0735170368946143
"3","2049",0.114937749817842
"4","2049",0.127900788220694
"5","2049",0.145361092266926
"6","2049",0
"7","2049",0
"8","2049",0
"9","2049",0
"10","2049",0
"11","2049",0
"12","2049",0
"13","2049",0
"14","2049",0
"15","2049",0
"16","2049",0
"17","2049",0
"18","2049",0
"19","2049",0
"20","2049",0
"1","2050",1.92913791794502
"2","2050",0.0921145686675294
"3","2050",0.105326150591394
"4","2050",0.115218615259895
"5","2050",0.134845889213933
"6","2050",0
"7","2050",0
"8","2050",0
"9","2050",0
"10","2050",0
"11","2050",0
"12","2050",0
"13","2050",0
"14","2050",0
"15","2050",0
"16","2050",0
"17","2050",0
"18","2050",0
"19","2050",0
"20","2050",0
"1","2051",2.11545284291371
"2","2051",0.112467300091321
"3","2051",0.0992377603050556
"4","2051",0.106184046582086
"5","2051",0.129008109028551
"6","2051",0
"7","2051",0
"8","2051",0
"9","2051",0
"10","2051",0
"11","2051",0
"12","2051",0
"13","2051",0
"14","2051",0
"15","2051",0
"16","2051",0
"17","2051",0
"18","2051",0
"19","2051",0
"20","2051",0
"1","2052",2.32424561717046
"2","2052",0.134974321855369
"3","2052",0.0964748946895361
"4","2052",0.100700007800149
"5","2052",0.127497033799189
"6","2052",0
"7","2052",0
"8","2052",0
"9","2052",0
"10","2052",0
"11","2052",0
"12","2052",0
"13","2052",0
"14","2052",0
"15","2052",0
"16","2052",0
"17","2052",0
"18","2052",0
"19","2052",0
"20","2052",0
"1","2053",2.55105861688868
"2","2053",0.159162840472457
"3","2053",0.0967801845913896
"4","2053",0.0985552078839105
"5","2053",0.129925702021468
"6","2053",0
"7","2053",0
"8","2053",0
"9","2053",0
"10","2053",0
"11","2053",0
"12","2053",0
"13","2053",0
"14","2053",0
"15","2053",0
"16","2053",0
"17","2053",0
"18","2053",0
"19","2053",0
"20","2053",0
"1","2054",2.79156282253553
"2","2054",0.184403553906235
"3","2054",0.100075431393185
"4","2054",0.0994900066661494
"5","2054",0.136336703954871
"6","2054",0
"7","2054",0
"8","2054",0
"9","2054",0
"10","2054",0
"11","2054",0
"12","2054",0
"13","2054",0
"14","2054",0
"15","2054",0
"16","2054",0
"17","2054",0
"18","2054",0
"19","2054",0
"20","2054",0
"1","2055",3.0418416627428
"2","2055",0.210127480490422
"3","2055",0.106221930110073
"4","2055",0.103472262590105
"5","2055",0.146454482267895
"6","2055",0
"7","2055",0
"8","2055",0
"9","2055",0
"10","2055",0
"11","2055",0
"12","2055",0
"13","2055",0
"14","2055",0
"15","2055",0
"16","2055",0
"17","2055",0
"18","2055",0
"19","2055",0
"20","2055",0
"1","2056",3.29825541559335
"2","2056",0.23593251976593
"3","2056",0.114980323062491
"4","2056",0.110350445606273
"5","2056",0.159882310241323
"6","2056",0
"7","2056",0
"8","2056",0
"9","2056",0
"10","2056",0
"11","2056",0
"12","2056",0
"13","2056",0
"14","2056",0
"15","2056",0
"16","2056",0
"17","2056",0
"18","2056",0
"19","2056",0
"20","2056",0
"1","2057",3.55744453725868
"2","2057",0.261467178438273
"3","2057",0.126077457978484
"4","2057",0.119871855918296
"5","2057",0.176232855419197
"6","2057",0
"7","2057",0
"8","2057",0
"9","2057",0
"10","2057",0
"11","2057",0
"12","2057",0
"13","2057",0
"14","2057",0
"15","2057",0
"16","2057",0
"17","2057",0
"18","2057",0
"19","2057",0
"20","2057",0
"1","2058",3.8164370099104
"2","2058",0.286397502106841
"3","2058",0.139237422073416
"4","2058",0.131759571249711
"5","2058",0.195132641665395
"6","2058",0
"7","2058",0
"8","2058",0
"9","2058",0
"10","2058",0
"11","2058",0
"12","2058",0
"13","2058",0
"14","2058",0
"15","2058",0
"16","2058",0
"17","2058",0
"18","2058",0
"19","2058",0
"20","2058",0
"1","2059",4.0726694774437
"2","2059",0.310448428503768
"3","2059",0.154177916757983
"4","2059",0.145735332105065
"5","2059",0.216195399516547
"6","2059",0
"7","2059",0
"8","2059",0
"9","2059",0
"10","2059",0
"11","2059",0
"12","2059",0
"13","2059",0
"14","2059",0
"15","2059",0
"16","2059",0
"17","2059",0
"18","2059",0
"19","2059",0
"20","2059",0
"1","2060",4.3239853254543
"2","2060",0.33340980510911
"3","2060",0.170607623580699
"4","2060",0.161511008417431
"5","2060",0.239023328039292
"6","2060",0
"7","2060",0
"8","2060",0
"9","2060",0
"10","2060",0
"11","2060",0
"12","2060",0
"13","2060",0
"14","2060",0
"15","2060",0
"16","2060",0
"17","2060",0
"18","2060",0
"19","2060",0
"20","2060",0
"1","2061",4.56861060839751
"2","2061",0.35513257779434
"3","2061",0.188236240210842
"4","2061",0.178787257347857
"5","2061",0.263230034488852
"6","2061",0
"7","2061",0
"8","2061",0
"9","2061",0
"10","2061",0
"11","2061",0
"12","2061",0
"13","2061",0
"14","2061",0
"15","2061",0
"16","2061",0
"17","2061",0
"18","2061",0
"19","2061",0
"20","2061",0
"1","2062",4.80512807238736
"2","2062",0.375518699476537
"3","2062",0.206783147551193
"4","2062",0.197266280295796
"5","2062",0.288448937888397
"6","2062",0
"7","2062",0
"8","2062",0
"9","2062",0
"10","2062",0
"11","2062",0
"12","2062",0
"13","2062",0
"14","2062",0
"15","2062",0
"16","2062",0
"17","2062",0
"18","2062",0
"19","2062",0
"20","2062",0
"1","2063",5.03244613411294
"2","2063",0.394513929970553
"3","2063",0.225983080898164
"4","2063",0.216660368979177
"5","2063",0.31433860454158
"6","2063",0
"7","2063",0
"8","2063",0
"9","2063",0
"10","2063",0
"11","2063",0
"12","2063",0
"13","2063",0
"14","2063",0
"15","2063",0
"16","2063",0
"17","2063",0
"18","2063",0
"19","2063",0
"20","2063",0
"1","2064",5.24976359790682
"2","2064",0.412101261927594
"3","2064",0.245590029133015
"4","2064",0.236697599083333
"5","2064",0.340586565591181
"6","2064",0
"7","2064",0
"8","2064",0
"9","2064",0
"10","2064",0
"11","2064",0
"12","2064",0
"13","2064",0
"14","2064",0
"15","2064",0
"16","2064",0
"17","2064",0
"18","2064",0
"19","2064",0
"20","2064",0
"1","2065",5.45653343343948
"2","2065",0.428293899417688
"3","2065",0.265380060807444
"4","2065",0.25712586730374
"5","2065",0.366912157291428
"6","2065",0
"7","2065",0
"8","2065",0
"9","2065",0
"10","2065",0
"11","2065",0
"12","2065",0
"13","2065",0
"14","2065",0
"15","2065",0
"16","2065",0
"17","2065",0
"18","2065",0
"19","2065",0
"20","2065",0
"1","2066",5.65242714617846
"2","2066",0.443128631154192
"3","2066",0.285153187731451
"4","2066",0.277715883216998
"5","2066",0.393068123500834
"6","2066",0
"7","2066",0
"8","2066",0
"9","2066",0
"10","2066",0
"11","2066",0
"12","2066",0
"13","2066",0
"14","2066",0
"15","2066",0
"16","2066",0
"17","2066",0
"18","2066",0
"19","2066",0
"20","2066",0
"1","2067",5.83730112644042
"2","2067",0.456659820742915
"3","2067",0.304734194885354
"4","2067",0.298263132157091
"5","2067",0.418840812241252
"6","2067",0
"7","2067",0
"8","2067",0
"9","2067",0
"10","2067",0
"11","2067",0
"12","2067",0
"13","2067",0
"14","2067",0
"15","2067",0
"16","2067",0
"17","2067",0
"18","2067",0
"19","2067",0
"20","2067",0
"1","2068",6.01116559799942
"2","2068",0.468954230589606
"3","2068",0.323972605669032
"4","2068",0.318588718017138
"5","2068",0.444049408783552
"6","2068",0
"7","2068",0
"8","2068",0
"9","2068",0
"10","2068",0
"11","2068",0
"12","2068",0
"13","2068",0
"14","2068",0
"15","2068",0
"16","2068",0
"17","2068",0
"18","2068",0
"19","2068",0
"20","2068",0
"1","2069",6.17415655909422
"2","2069",0.480086680250324
"3","2069",0.342741961289297
"4","2069",0.338539309661084
"5","2069",0.468544411005948
"6","2069",0
"7","2069",0
"8","2069",0
"9","2069",0
"10","2069",0
"11","2069",0
"12","2069",0
"13","2069",0
"14","2069",0
"15","2069",0
"16","2069",0
"17","2069",0
"18","2069",0
"19","2069",0
"20","2069",0
"1","2070",6.32651085400592
"2","2070",0.490136506332386
"3","2070",0.360938580511241
"4","2070",0.35798637291057
"5","2070",0.492205559601222
"6","2070",0
"7","2070",0
"8","2070",0
"9","2070",0
"10","2070",0
"11","2070",0
"12","2070",0
"13","2070",0
"14","2070",0
"15","2070",0
"16","2070",0
"17","2070",0
"18","2070",0
"19","2070",0
"20","2070",0
"1","2071",6.46854434278079
"2","2071",0.499184754877551
"3","2071",0.378479951334685
"4","2071",0.376824863701023
"5","2071",0.514939409017594
"6","2071",0
"7","2071",0
"8","2071",0
"9","2071",0
"10","2071",0
"11","2071",0
"12","2071",0
"13","2071",0
"14","2071",0
"15","2071",0
"16","2071",0
"17","2071",0
"18","2071",0
"19","2071",0
"20","2071",0
"1","2072",6.60063302458016
"2","2072",0.50731201852317
"3","2072",0.395302886301453
"4","2072",0.394971541771805
"5","2072",0.536676695111933
"6","2072",0
"7","2072",0
"8","2072",0
"9","2072",0
"10","2072",0
"11","2072",0
"12","2072",0
"13","2072",0
"14","2072",0
"15","2072",0
"16","2072",0
"17","2072",0
"18","2072",0
"19","2072",0
"20","2072",0
"1","2073",6.72319690231718
"2","2073",0.514596824439762
"3","2073",0.411361551311162
"4","2073",0.412363042816238
"5","2073",0.557369625565808
"6","2073",0
"7","2073",0
"8","2073",0
"9","2073",0
"10","2073",0
"11","2073",0
"12","2073",0
"13","2073",0
"14","2073",0
"15","2073",0
"16","2073",0
"17","2073",0
"18","2073",0
"19","2073",0
"20","2073",0
"1","2074",6.83668634063773
"2","2074",0.521114480882214
"3","2074",0.426625456197299
"4","2074",0.428953823709599
"5","2074",0.576989191158552
"6","2074",0
"7","2074",0
"8","2074",0
"9","2074",0
"10","2074",0
"11","2074",0
"12","2074",0
"13","2074",0
"14","2074",0
"15","2074",0
"16","2074",0
"17","2074",0
"18","2074",0
"19","2074",0
"20","2074",0
"1","2075",6.94157065625228
"2","2075",0.526936296960443
"3","2075",0.44107747524544
"4","2075",0.444714072501782
"5","2075",0.595522571112996
"6","2075",0
"7","2075",0
"8","2075",0
"9","2075",0
"10","2075",0
"11","2075",0
"12","2075",0
"13","2075",0
"14","2075",0
"15","2075",0
"16","2075",0
"17","2075",0
"18","2075",0
"19","2075",0
"20","2075",0
"1","2076",7.03832868169261
"2","2076",0.532129099609815
"3","2076",0.454711948064205
"4","2076",0.459627653690934
"5","2076",0.612970684409829
"6","2076",0
"7","2076",0
"8","2076",0
"9","2076",0
"10","2076",0
"11","2076",0
"12","2076",0
"13","2076",0
"14","2076",0
"15","2076",0
"16","2076",0
"17","2076",0
"18","2076",0
"19","2076",0
"20","2076",0
"1","2077",7.12744105523014
"2","2077",0.536754982120512
"3","2077",0.467532896057873
"4","2077",0.473690140631624
"5","2077",0.629345921270342
"6","2077",0
"7","2077",0
"8","2077",0
"9","2077",0
"10","2077",0
"11","2077",0
"12","2077",0
"13","2077",0
"14","2077",0
"15","2077",0
"16","2077",0
"17","2077",0
"18","2077",0
"19","2077",0
"20","2077",0
"1","2078",7.2093840069805
"2","2078",0.540871228927236
"3","2078",0.479552377220698
"4","2078",0.486906971073911
"5","2078",0.644670074740756
"6","2078",0
"7","2078",0
"8","2078",0
"9","2078",0
"10","2078",0
"11","2078",0
"12","2078",0
"13","2078",0
"14","2078",0
"15","2078",0
"16","2078",0
"17","2078",0
"18","2078",0
"19","2078",0
"20","2078",0
"1","2079",7.2846244313616
"2","2079",0.544530371038757
"3","2079",0.490788991921337
"4","2079",0.499291748778666
"5","2079",0.658972481135531
"6","2079",0
"7","2079",0
"8","2079",0
"9","2079",0
"10","2079",0
"11","2079",0
"12","2079",0
"13","2079",0
"14","2079",0
"15","2079",0
"16","2079",0
"17","2079",0
"18","2079",0
"19","2079",0
"20","2079",0
"1","2080",7.35361605720357
"2","2080",0.547780335166432
"3","2080",0.501266544516875
"4","2080",0.510864703727712
"5","2080",0.672288369607091
"6","2080",0
"7","2080",0
"8","2080",0
"9","2080",0
"10","2080",0
"11","2080",0
"12","2080",0
"13","2080",0
"14","2080",0
"15","2080",0
"16","2080",0
"17","2080",0
"18","2080",0
"19","2080",0
"20","2080",0
"1","2081",7.41679654771587
"2","2081",0.550664657155487
"3","2081",0.511012859730934
"4","2081",0.521651315363274
"5","2081",0.684657414885996
"6","2081",0
"7","2081",0
"8","2081",0
"9","2081",0
"10","2081",0
"11","2081",0
"12","2081",0
"13","2081",0
"14","2081",0
"15","2081",0
"16","2081",0
"17","2081",0
"18","2081",0
"19","2081",0
"20","2081",0
"1","2082",7.47458538245528
"2","2082",0.55322273672299
"3","2082",0.520058748442908
"4","2082",0.531681097225885
"5","2082",0.696122482877323
"6","2082",0
"7","2082",0
"8","2082",0
"9","2082",0
"10","2082",0
"11","2082",0
"12","2082",0
"13","2082",0
"14","2082",0
"15","2082",0
"16","2082",0
"17","2082",0
"18","2082",0
"19","2082",0
"20","2082",0
"1","2083",7.52738239198587
"2","2083",0.555490115828511
"3","2083",0.528437114573594
"4","2083",0.540986536984605
"5","2083",0.706728555940486
"6","2083",0
"7","2083",0
"8","2083",0
"9","2083",0
"10","2083",0
"11","2083",0
"12","2083",0
"13","2083",0
"14","2083",0
"15","2083",0
"16","2083",0
"17","2083",0
"18","2083",0
"19","2083",0
"20","2083",0
"1","2084",7.57556683287161
"2","2084",0.557498767354148
"3","2084",0.536182192852093
"4","2084",0.549602182857505
"5","2084",0.716521822999992
"6","2084",0
"7","2084",0
"8","2084",0
"9","2084",0
"10","2084",0
"11","2084",0
"12","2084",0
"13","2084",0
"14","2084",0
"15","2084",0
"16","2084",0
"17","2084",0
"18","2084",0
"19","2084",0
"20","2084",0
"1","2085",7.61949690593245
"2","2085",0.55927738427364
"3","2085",0.543328906178343
"4","2085",0.557563865523922
"5","2085",0.725548918859853
"6","2085",0
"7","2085",0
"8","2085",0
"9","2085",0
"10","2085",0
"11","2085",0
"12","2085",0
"13","2085",0
"14","2085",0
"15","2085",0
"16","2085",0
"17","2085",0
"18","2085",0
"19","2085",0
"20","2085",0
"1","2086",7.65950963435007
"2","2086",0.560851662271283
"3","2086",0.549912330858411
"4","2086",0.564908043589413
"5","2086",0.733856296995964
"6","2086",0
"7","2086",0
"8","2086",0
"9","2086",0
"10","2086",0
"11","2086",0
"12","2086",0
"13","2086",0
"14","2086",0
"15","2086",0
"16","2086",0
"17","2086",0
"18","2086",0
"19","2086",0
"20","2086",0
"1","2087",7.69592103031067
"2","2087",0.562244570949147
"3","2087",0.555967258022025
"4","2087",0.571671260273252
"5","2087",0.741489720491875
"6","2087",0
"7","2087",0
"8","2087",0
"9","2087",0
"10","2087",0
"11","2087",0
"12","2087",0
"13","2087",0
"14","2087",0
"15","2087",0
"16","2087",0
"17","2087",0
"18","2087",0
"19","2087",0
"20","2087",0
"1","2088",7.72902648952832
"2","2088",0.563476610442963
"3","2088",0.561527839900636
"4","2088",0.577889699076108
"5","2088",0.74849385651426
"6","2088",0
"7","2088",0
"8","2088",0
"9","2088",0
"10","2088",0
"11","2088",0
"12","2088",0
"13","2088",0
"14","2088",0
"15","2088",0
"16","2088",0
"17","2088",0
"18","2088",0
"19","2088",0
"20","2088",0
"1","2089",7.75910136232533
"2","2089",0.564566051546753
"3","2089",0.566627310243223
"4","2089",0.583598826613742
"5","2089",0.754911960676765
"6","2089",0
"7","2089",0
"8","2089",0
"9","2089",0
"10","2089",0
"11","2089",0
"12","2089",0
"13","2089",0
"14","2089",0
"15","2089",0
"16","2089",0
"17","2089",0
"18","2089",0
"19","2089",0
"20","2089",0
"1","2090",7.78640165808343
"2","2090",0.565529158404046
"3","2090",0.571297768892577
"4","2090",0.588833111461122
"5","2090",0.760785638723678
"6","2090",0
"7","2090",0
"8","2090",0
"9","2090",0
"10","2090",0
"11","2090",0
"12","2090",0
"13","2090",0
"14","2090",0
"15","2090",0
"16","2090",0
"17","2090",0
"18","2090",0
"19","2090",0
"20","2090",0
"1","2091",7.81116484694319
"2","2091",0.566380393526257
"3","2091",0.575570021372896
"4","2091",0.593625808654363
"5","2091",0.766154674108766
"6","2091",0
"7","2091",0
"8","2091",0
"9","2091",0
"10","2091",0
"11","2091",0
"12","2091",0
"13","2091",0
"14","2091",0
"15","2091",0
"16","2091",0
"17","2091",0
"18","2091",0
"19","2091",0
"20","2091",0
"1","2092",7.83361072873747
"2","2092",0.567132605402049
"3","2092",0.579473465201944
"4","2092",0.598008800379715
"5","2092",0.7710569111987
"6","2092",0
"7","2092",0
"8","2092",0
"9","2092",0
"10","2092",0
"11","2092",0
"12","2092",0
"13","2092",0
"14","2092",0
"15","2092",0
"16","2092",0
"17","2092",0
"18","2092",0
"19","2092",0
"20","2092",0
"1","2093",7.85394234440608
"2","2093",0.567797199310105
"3","2093",0.583036015502431
"4","2093",0.602012484290314
"5","2093",0.77552818495795
"6","2093",0
"7","2093",0
"8","2093",0
"9","2093",0
"10","2093",0
"11","2093",0
"12","2093",0
"13","2093",0
"14","2093",0
"15","2093",0
"16","2093",0
"17","2093",0
"18","2093",0
"19","2093",0
"20","2093",0
"1","2094",7.87234690965356
"2","2094",0.568384292178217
"3","2094",0.586284063322615
"4","2094",0.60566570179679
"5","2094",0.779602289047821
"6","2094",0
"7","2094",0
"8","2094",0
"9","2094",0
"10","2094",0
"11","2094",0
"12","2094",0
"13","2094",0
"14","2094",0
"15","2094",0
"16","2094",0
"17","2094",0
"18","2094",0
"19","2094",0
"20","2094",0
"1","2095",7.88899675447005
"2","2095",0.568902852472607
"3","2095",0.589242460868404
"4","2095",0.60899569955211
"5","2095",0.78331097527983
"6","2095",0
"7","2095",0
"8","2095",0
"9","2095",0
"10","2095",0
"11","2095",0
"12","2095",0
"13","2095",0
"14","2095",0
"15","2095",0
"16","2095",0
"17","2095",0
"18","2095",0
"19","2095",0
"20","2095",0
"1","2096",7.90405025541938
"2","2096",0.56936082617602
"3","2096",0.591934528587704
"4","2096",0.612028118177192
"5","2096",0.786683978293503
"6","2096",0
"7","2096",0
"8","2096",0
"9","2096",0
"10","2096",0
"11","2096",0
"12","2096",0
"13","2096",0
"14","2096",0
"15","2096",0
"16","2096",0
"17","2096",0
"18","2096",0
"19","2096",0
"20","2096",0
"1","2097",7.91765275038125
"2","2097",0.569765249939051
"3","2097",0.594382079726346
"4","2097",0.614787003041609
"5","2097",0.789749060176121
"6","2097",0
"7","2097",0
"8","2097",0
"9","2097",0
"10","2097",0
"11","2097",0
"12","2097",0
"13","2097",0
"14","2097",0
"15","2097",0
"16","2097",0
"17","2097",0
"18","2097",0
"19","2097",0
"20","2097",0
"1","2098",7.92993742778055
"2","2098",0.570122352480298
"3","2098",0.596605458591258
"4","2098",0.617294832617313
"5","2098",0.792532070506366
"6","2098",0
"7","2098",0
"8","2098",0
"9","2098",0
"10","2098",0
"11","2098",0
"12","2098",0
"13","2098",0
"14","2098",0
"15","2098",0
"16","2098",0
"17","2098",0
"18","2098",0
"19","2098",0
"20","2098",0
"1","2099",7.94102618430606
"2","2099",0.570437645277929
"3","2099",0.598623589310497
"4","2099",0.619572560560816
"5","2099",0.795057017986919
"6","2099",0
"7","2099",0
"8","2099",0
"9","2099",0
"10","2099",0
"11","2099",0
"12","2099",0
"13","2099",0
"14","2099",0
"15","2099",0
"16","2099",0
"17","2099",0
"18","2099",0
"19","2099",0
"20","2099",0
"1","2100",7.95103044676205
"2","2100",0.570716003546165
"3","2100",0.600454032373394
"4","2100",0.621639668251012
"5","2100",0.797346150436542
"6","2100",0
"7","2100",0
"8","2100",0
"9","2100",0
"10","2100",0
"11","2100",0
"12","2100",0
"13","2100",0
"14","2100",0
"15","2100",0
"16","2100",0
"17","2100",0
"18","2100",0
"19","2100",0
"20","2100",0
